2017-12-23 22:42:40.146 ,9128283H1,99-000,10000000,20000000,BID,99-002,10000000,20000000,OFFER,
2017-12-23 22:42:40.156 ,9128283H1,99-001,20000000,40000000,BID,99-00+,20000000,40000000,OFFER,
2017-12-23 22:42:40.164 ,9128283H1,99-002,10000000,20000000,BID,99-006,10000000,20000000,OFFER,
2017-12-23 22:42:40.173 ,9128283H1,99-003,20000000,40000000,BID,99-007,20000000,40000000,OFFER,
2017-12-23 22:42:40.179 ,9128283H1,99-00+,10000000,20000000,BID,99-007,10000000,20000000,OFFER,
2017-12-23 22:42:40.185 ,9128283H1,99-005,20000000,40000000,BID,99-007,20000000,40000000,OFFER,
2017-12-23 22:42:40.192 ,9128283H1,99-006,10000000,20000000,BID,99-010,10000000,20000000,OFFER,
2017-12-23 22:42:40.198 ,9128283H1,99-007,20000000,40000000,BID,99-012,20000000,40000000,OFFER,
2017-12-23 22:42:40.206 ,9128283H1,99-010,10000000,20000000,BID,99-01+,10000000,20000000,OFFER,
2017-12-23 22:42:40.212 ,9128283H1,99-011,20000000,40000000,BID,99-015,20000000,40000000,OFFER,
2017-12-23 22:42:40.218 ,9128283H1,99-012,10000000,20000000,BID,99-015,10000000,20000000,OFFER,
2017-12-23 22:42:40.224 ,9128283H1,99-013,20000000,40000000,BID,99-015,20000000,40000000,OFFER,
2017-12-23 22:42:40.232 ,9128283H1,99-01+,10000000,20000000,BID,99-016,10000000,20000000,OFFER,
2017-12-23 22:42:40.241 ,9128283H1,99-015,20000000,40000000,BID,99-020,20000000,40000000,OFFER,
2017-12-23 22:42:40.248 ,9128283H1,99-016,10000000,20000000,BID,99-022,10000000,20000000,OFFER,
2017-12-23 22:42:40.257 ,9128283H1,99-017,20000000,40000000,BID,99-023,20000000,40000000,OFFER,
2017-12-23 22:42:40.264 ,9128283H1,99-020,10000000,20000000,BID,99-023,10000000,20000000,OFFER,
2017-12-23 22:42:40.274 ,9128283H1,99-021,20000000,40000000,BID,99-023,20000000,40000000,OFFER,
2017-12-23 22:42:40.280 ,9128283H1,99-022,10000000,20000000,BID,99-02+,10000000,20000000,OFFER,
2017-12-23 22:42:40.285 ,9128283H1,99-023,20000000,40000000,BID,99-026,20000000,40000000,OFFER,
2017-12-23 22:42:40.292 ,9128283H1,99-02+,10000000,20000000,BID,99-030,10000000,20000000,OFFER,
2017-12-23 22:42:40.298 ,9128283H1,99-025,20000000,40000000,BID,99-031,20000000,40000000,OFFER,
2017-12-23 22:42:40.314 ,9128283H1,99-026,10000000,20000000,BID,99-031,10000000,20000000,OFFER,
2017-12-23 22:42:40.321 ,9128283H1,99-027,20000000,40000000,BID,99-031,20000000,40000000,OFFER,
2017-12-23 22:42:40.329 ,9128283H1,99-030,10000000,20000000,BID,99-032,10000000,20000000,OFFER,
2017-12-23 22:42:40.336 ,9128283H1,99-031,20000000,40000000,BID,99-03+,20000000,40000000,OFFER,
2017-12-23 22:42:40.342 ,9128283H1,99-032,10000000,20000000,BID,99-036,10000000,20000000,OFFER,
2017-12-23 22:42:40.348 ,9128283H1,99-033,20000000,40000000,BID,99-037,20000000,40000000,OFFER,
2017-12-23 22:42:40.356 ,9128283H1,99-03+,10000000,20000000,BID,99-037,10000000,20000000,OFFER,
2017-12-23 22:42:40.362 ,9128283H1,99-035,20000000,40000000,BID,99-037,20000000,40000000,OFFER,
2017-12-23 22:42:40.369 ,9128283H1,99-036,10000000,20000000,BID,99-040,10000000,20000000,OFFER,
2017-12-23 22:42:40.376 ,9128283H1,99-037,20000000,40000000,BID,99-042,20000000,40000000,OFFER,
2017-12-23 22:42:40.383 ,9128283H1,99-040,10000000,20000000,BID,99-04+,10000000,20000000,OFFER,
2017-12-23 22:42:40.391 ,9128283H1,99-041,20000000,40000000,BID,99-045,20000000,40000000,OFFER,
2017-12-23 22:42:40.398 ,9128283H1,99-042,10000000,20000000,BID,99-045,10000000,20000000,OFFER,
2017-12-23 22:42:40.405 ,9128283H1,99-043,20000000,40000000,BID,99-045,20000000,40000000,OFFER,
2017-12-23 22:42:40.411 ,9128283H1,99-04+,10000000,20000000,BID,99-046,10000000,20000000,OFFER,
2017-12-23 22:42:40.423 ,9128283H1,99-045,20000000,40000000,BID,99-050,20000000,40000000,OFFER,
2017-12-23 22:42:40.433 ,9128283H1,99-046,10000000,20000000,BID,99-052,10000000,20000000,OFFER,
2017-12-23 22:42:40.448 ,9128283H1,99-047,20000000,40000000,BID,99-053,20000000,40000000,OFFER,
2017-12-23 22:42:40.459 ,9128283H1,99-050,10000000,20000000,BID,99-053,10000000,20000000,OFFER,
2017-12-23 22:42:40.471 ,9128283H1,99-051,20000000,40000000,BID,99-053,20000000,40000000,OFFER,
2017-12-23 22:42:40.482 ,9128283H1,99-052,10000000,20000000,BID,99-05+,10000000,20000000,OFFER,
2017-12-23 22:42:40.490 ,9128283H1,99-053,20000000,40000000,BID,99-056,20000000,40000000,OFFER,
2017-12-23 22:42:40.498 ,9128283H1,99-05+,10000000,20000000,BID,99-060,10000000,20000000,OFFER,
2017-12-23 22:42:40.500 ,9128283H1,99-055,20000000,40000000,BID,99-061,20000000,40000000,OFFER,
2017-12-23 22:42:40.509 ,9128283H1,99-056,10000000,20000000,BID,99-061,10000000,20000000,OFFER,
2017-12-23 22:42:40.516 ,9128283H1,99-057,20000000,40000000,BID,99-061,20000000,40000000,OFFER,
2017-12-23 22:42:40.523 ,9128283H1,99-060,10000000,20000000,BID,99-062,10000000,20000000,OFFER,
2017-12-23 22:42:40.529 ,9128283H1,99-061,20000000,40000000,BID,99-06+,20000000,40000000,OFFER,
2017-12-23 22:42:40.535 ,9128283H1,99-062,10000000,20000000,BID,99-066,10000000,20000000,OFFER,
2017-12-23 22:42:40.542 ,9128283H1,99-063,20000000,40000000,BID,99-067,20000000,40000000,OFFER,
2017-12-23 22:42:40.548 ,9128283H1,99-06+,10000000,20000000,BID,99-067,10000000,20000000,OFFER,
2017-12-23 22:42:40.554 ,9128283H1,99-065,20000000,40000000,BID,99-067,20000000,40000000,OFFER,
2017-12-23 22:42:40.561 ,9128283H1,99-066,10000000,20000000,BID,99-070,10000000,20000000,OFFER,
2017-12-23 22:42:40.567 ,9128283H1,99-067,20000000,40000000,BID,99-072,20000000,40000000,OFFER,
2017-12-23 22:42:40.575 ,9128283H1,99-070,10000000,20000000,BID,99-07+,10000000,20000000,OFFER,
2017-12-23 22:42:40.583 ,9128283H1,99-071,20000000,40000000,BID,99-075,20000000,40000000,OFFER,
2017-12-23 22:42:40.589 ,9128283H1,99-072,10000000,20000000,BID,99-075,10000000,20000000,OFFER,
2017-12-23 22:42:40.597 ,9128283H1,99-073,20000000,40000000,BID,99-075,20000000,40000000,OFFER,
2017-12-23 22:42:40.603 ,9128283H1,99-07+,10000000,20000000,BID,99-076,10000000,20000000,OFFER,
2017-12-23 22:42:40.617 ,9128283H1,99-075,20000000,40000000,BID,99-080,20000000,40000000,OFFER,
2017-12-23 22:42:40.623 ,9128283H1,99-076,10000000,20000000,BID,99-082,10000000,20000000,OFFER,
2017-12-23 22:42:40.629 ,9128283H1,99-077,20000000,40000000,BID,99-083,20000000,40000000,OFFER,
2017-12-23 22:42:40.636 ,9128283H1,99-080,10000000,20000000,BID,99-083,10000000,20000000,OFFER,
2017-12-23 22:42:40.642 ,9128283H1,99-081,20000000,40000000,BID,99-083,20000000,40000000,OFFER,
2017-12-23 22:42:40.648 ,9128283H1,99-082,10000000,20000000,BID,99-08+,10000000,20000000,OFFER,
2017-12-23 22:42:40.655 ,9128283H1,99-083,20000000,40000000,BID,99-086,20000000,40000000,OFFER,
2017-12-23 22:42:40.661 ,9128283H1,99-08+,10000000,20000000,BID,99-090,10000000,20000000,OFFER,
2017-12-23 22:42:40.667 ,9128283H1,99-085,20000000,40000000,BID,99-091,20000000,40000000,OFFER,
2017-12-23 22:42:40.674 ,9128283H1,99-086,10000000,20000000,BID,99-091,10000000,20000000,OFFER,
2017-12-23 22:42:40.680 ,9128283H1,99-087,20000000,40000000,BID,99-091,20000000,40000000,OFFER,
2017-12-23 22:42:40.689 ,9128283H1,99-090,10000000,20000000,BID,99-092,10000000,20000000,OFFER,
2017-12-23 22:42:40.696 ,9128283H1,99-091,20000000,40000000,BID,99-09+,20000000,40000000,OFFER,
2017-12-23 22:42:40.704 ,9128283H1,99-092,10000000,20000000,BID,99-096,10000000,20000000,OFFER,
2017-12-23 22:42:40.711 ,9128283H1,99-093,20000000,40000000,BID,99-097,20000000,40000000,OFFER,
2017-12-23 22:42:40.718 ,9128283H1,99-09+,10000000,20000000,BID,99-097,10000000,20000000,OFFER,
2017-12-23 22:42:40.725 ,9128283H1,99-095,20000000,40000000,BID,99-097,20000000,40000000,OFFER,
2017-12-23 22:42:40.733 ,9128283H1,99-096,10000000,20000000,BID,99-100,10000000,20000000,OFFER,
2017-12-23 22:42:40.740 ,9128283H1,99-097,20000000,40000000,BID,99-102,20000000,40000000,OFFER,
2017-12-23 22:42:40.747 ,9128283H1,99-100,10000000,20000000,BID,99-10+,10000000,20000000,OFFER,
2017-12-23 22:42:40.755 ,9128283H1,99-101,20000000,40000000,BID,99-105,20000000,40000000,OFFER,
2017-12-23 22:42:40.761 ,9128283H1,99-102,10000000,20000000,BID,99-105,10000000,20000000,OFFER,
2017-12-23 22:42:40.768 ,9128283H1,99-103,20000000,40000000,BID,99-105,20000000,40000000,OFFER,
2017-12-23 22:42:40.774 ,9128283H1,99-10+,10000000,20000000,BID,99-106,10000000,20000000,OFFER,
2017-12-23 22:42:40.781 ,9128283H1,99-105,20000000,40000000,BID,99-110,20000000,40000000,OFFER,
2017-12-23 22:42:40.789 ,9128283H1,99-106,10000000,20000000,BID,99-112,10000000,20000000,OFFER,
2017-12-23 22:42:40.796 ,9128283H1,99-107,20000000,40000000,BID,99-113,20000000,40000000,OFFER,
2017-12-23 22:42:40.804 ,9128283H1,99-110,10000000,20000000,BID,99-113,10000000,20000000,OFFER,
2017-12-23 22:42:40.811 ,9128283H1,99-111,20000000,40000000,BID,99-113,20000000,40000000,OFFER,
2017-12-23 22:42:40.818 ,9128283H1,99-112,10000000,20000000,BID,99-11+,10000000,20000000,OFFER,
2017-12-23 22:42:40.824 ,9128283H1,99-113,20000000,40000000,BID,99-116,20000000,40000000,OFFER,
2017-12-23 22:42:40.831 ,9128283H1,99-11+,10000000,20000000,BID,99-120,10000000,20000000,OFFER,
2017-12-23 22:42:40.838 ,9128283H1,99-115,20000000,40000000,BID,99-121,20000000,40000000,OFFER,
2017-12-23 22:42:40.847 ,9128283H1,99-116,10000000,20000000,BID,99-121,10000000,20000000,OFFER,
2017-12-23 22:42:40.855 ,9128283H1,99-117,20000000,40000000,BID,99-121,20000000,40000000,OFFER,
2017-12-23 22:42:40.863 ,9128283H1,99-120,10000000,20000000,BID,99-122,10000000,20000000,OFFER,
2017-12-23 22:42:40.871 ,9128283H1,99-121,20000000,40000000,BID,99-12+,20000000,40000000,OFFER,
2017-12-23 22:42:40.879 ,9128283H1,99-122,10000000,20000000,BID,99-126,10000000,20000000,OFFER,
2017-12-23 22:42:40.887 ,9128283H1,99-123,20000000,40000000,BID,99-127,20000000,40000000,OFFER,
2017-12-23 22:42:40.894 ,9128283H1,99-12+,10000000,20000000,BID,99-127,10000000,20000000,OFFER,
2017-12-23 22:42:40.901 ,9128283H1,99-125,20000000,40000000,BID,99-127,20000000,40000000,OFFER,
2017-12-23 22:42:40.907 ,9128283H1,99-126,10000000,20000000,BID,99-130,10000000,20000000,OFFER,
2017-12-23 22:42:40.922 ,9128283H1,99-127,20000000,40000000,BID,99-132,20000000,40000000,OFFER,
2017-12-23 22:42:40.929 ,9128283H1,99-130,10000000,20000000,BID,99-13+,10000000,20000000,OFFER,
2017-12-23 22:42:40.935 ,9128283H1,99-131,20000000,40000000,BID,99-135,20000000,40000000,OFFER,
2017-12-23 22:42:40.943 ,9128283H1,99-132,10000000,20000000,BID,99-135,10000000,20000000,OFFER,
2017-12-23 22:42:40.951 ,9128283H1,99-133,20000000,40000000,BID,99-135,20000000,40000000,OFFER,
2017-12-23 22:42:40.957 ,9128283H1,99-13+,10000000,20000000,BID,99-136,10000000,20000000,OFFER,
2017-12-23 22:42:40.964 ,9128283H1,99-135,20000000,40000000,BID,99-140,20000000,40000000,OFFER,
2017-12-23 22:42:40.970 ,9128283H1,99-136,10000000,20000000,BID,99-142,10000000,20000000,OFFER,
2017-12-23 22:42:40.977 ,9128283H1,99-137,20000000,40000000,BID,99-143,20000000,40000000,OFFER,
2017-12-23 22:42:40.984 ,9128283H1,99-140,10000000,20000000,BID,99-143,10000000,20000000,OFFER,
2017-12-23 22:42:40.994 ,9128283H1,99-141,20000000,40000000,BID,99-143,20000000,40000000,OFFER,
2017-12-23 22:42:41.003 ,9128283H1,99-142,10000000,20000000,BID,99-14+,10000000,20000000,OFFER,
2017-12-23 22:42:41.013 ,9128283H1,99-143,20000000,40000000,BID,99-146,20000000,40000000,OFFER,
2017-12-23 22:42:41.022 ,9128283H1,99-14+,10000000,20000000,BID,99-150,10000000,20000000,OFFER,
2017-12-23 22:42:41.034 ,9128283H1,99-145,20000000,40000000,BID,99-151,20000000,40000000,OFFER,
2017-12-23 22:42:41.043 ,9128283H1,99-146,10000000,20000000,BID,99-151,10000000,20000000,OFFER,
2017-12-23 22:42:41.052 ,9128283H1,99-147,20000000,40000000,BID,99-151,20000000,40000000,OFFER,
2017-12-23 22:42:41.061 ,9128283H1,99-150,10000000,20000000,BID,99-152,10000000,20000000,OFFER,
2017-12-23 22:42:41.069 ,9128283H1,99-151,20000000,40000000,BID,99-15+,20000000,40000000,OFFER,
2017-12-23 22:42:41.077 ,9128283H1,99-152,10000000,20000000,BID,99-156,10000000,20000000,OFFER,
2017-12-23 22:42:41.085 ,9128283H1,99-153,20000000,40000000,BID,99-157,20000000,40000000,OFFER,
2017-12-23 22:42:41.094 ,9128283H1,99-15+,10000000,20000000,BID,99-157,10000000,20000000,OFFER,
2017-12-23 22:42:41.102 ,9128283H1,99-155,20000000,40000000,BID,99-157,20000000,40000000,OFFER,
2017-12-23 22:42:41.109 ,9128283H1,99-156,10000000,20000000,BID,99-160,10000000,20000000,OFFER,
