2017-12-23 22:43:33.447 ,9128283H1,0.019490,10000000,
2017-12-23 22:43:33.461 ,9128283H1,0.019490,-10000000,
2017-12-23 22:43:33.473 ,9128283H1,0.019490,20000000,
2017-12-23 22:43:33.485 ,9128283H1,0.019490,-20000000,
2017-12-23 22:43:33.497 ,9128283H1,0.019490,30000000,
2017-12-23 22:43:33.508 ,9128283H1,0.019490,-20000000,
2017-12-23 22:43:33.518 ,9128283H1,0.019490,20000000,
2017-12-23 22:43:33.530 ,9128283H1,0.019490,-10000000,
2017-12-23 22:43:33.541 ,9128283H1,0.019490,10000000,
2017-12-23 22:43:33.552 ,9128283H1,0.019490,0,
2017-12-23 22:43:33.562 ,9128283L2,0.028653,10000000,
2017-12-23 22:43:33.574 ,9128283L2,0.028653,-10000000,
2017-12-23 22:43:33.585 ,9128283L2,0.028653,20000000,
2017-12-23 22:43:33.595 ,9128283L2,0.028653,-20000000,
2017-12-23 22:43:33.606 ,9128283L2,0.028653,30000000,
2017-12-23 22:43:33.617 ,9128283L2,0.028653,-20000000,
2017-12-23 22:43:33.627 ,9128283L2,0.028653,20000000,
2017-12-23 22:43:33.638 ,9128283L2,0.028653,-10000000,
2017-12-23 22:43:33.651 ,9128283L2,0.028653,10000000,
2017-12-23 22:43:33.662 ,9128283L2,0.028653,0,
2017-12-23 22:43:33.673 ,912828M80,0.045811,10000000,
2017-12-23 22:43:33.687 ,912828M80,0.045811,-10000000,
2017-12-23 22:43:33.699 ,912828M80,0.045811,20000000,
2017-12-23 22:43:33.711 ,912828M80,0.045811,-20000000,
2017-12-23 22:43:33.722 ,912828M80,0.045811,30000000,
2017-12-23 22:43:33.735 ,912828M80,0.045811,-20000000,
2017-12-23 22:43:33.749 ,912828M80,0.045811,20000000,
2017-12-23 22:43:33.765 ,912828M80,0.045811,-10000000,
2017-12-23 22:43:33.781 ,912828M80,0.045811,10000000,
2017-12-23 22:43:33.794 ,912828M80,0.045811,0,
2017-12-23 22:43:33.806 ,9128283J7,0.061277,10000000,
2017-12-23 22:43:33.818 ,9128283J7,0.061277,-10000000,
2017-12-23 22:43:33.830 ,9128283J7,0.061277,20000000,
2017-12-23 22:43:33.842 ,9128283J7,0.061277,-20000000,
2017-12-23 22:43:33.855 ,9128283J7,0.061277,30000000,
2017-12-23 22:43:33.866 ,9128283J7,0.061277,-20000000,
2017-12-23 22:43:33.878 ,9128283J7,0.061277,20000000,
2017-12-23 22:43:33.891 ,9128283J7,0.061277,-10000000,
2017-12-23 22:43:33.902 ,9128283J7,0.061277,10000000,
2017-12-23 22:43:33.913 ,9128283J7,0.061277,0,
2017-12-23 22:43:33.924 ,9128283F5,0.081614,10000000,
2017-12-23 22:43:33.936 ,9128283F5,0.081614,-10000000,
2017-12-23 22:43:33.951 ,9128283F5,0.081614,20000000,
2017-12-23 22:43:33.963 ,9128283F5,0.081614,-20000000,
2017-12-23 22:43:33.977 ,9128283F5,0.081614,30000000,
2017-12-23 22:43:33.990 ,9128283F5,0.081614,-20000000,
2017-12-23 22:43:34.003 ,9128283F5,0.081614,20000000,
2017-12-23 22:43:34.017 ,9128283F5,0.081614,-10000000,
2017-12-23 22:43:34.032 ,9128283F5,0.081614,10000000,
2017-12-23 22:43:34.050 ,9128283F5,0.081614,0,
2017-12-23 22:43:34.066 ,912810RZ3,0.150132,10000000,
2017-12-23 22:43:34.082 ,912810RZ3,0.150132,-10000000,
2017-12-23 22:43:34.095 ,912810RZ3,0.150132,20000000,
2017-12-23 22:43:34.107 ,912810RZ3,0.150132,-20000000,
2017-12-23 22:43:34.119 ,912810RZ3,0.150132,30000000,
2017-12-23 22:43:34.132 ,912810RZ3,0.150132,-20000000,
2017-12-23 22:43:34.147 ,912810RZ3,0.150132,20000000,
2017-12-23 22:43:34.162 ,912810RZ3,0.150132,-10000000,
2017-12-23 22:43:34.174 ,912810RZ3,0.150132,10000000,
2017-12-23 22:43:34.187 ,912810RZ3,0.150132,0,
2017-12-23 22:43:34.202 ,9128283H1,0.019490,0,
2017-12-23 22:43:34.215 ,9128283H1,0.019490,0,
2017-12-23 22:43:34.235 ,9128283H1,0.019490,1962864,
2017-12-23 22:43:34.248 ,9128283H1,0.019490,3925728,
2017-12-23 22:43:34.267 ,9128283H1,0.019490,3925728,
2017-12-23 22:43:34.281 ,9128283H1,0.019490,3925728,
2017-12-23 22:43:34.299 ,9128283H1,0.019490,5888592,
2017-12-23 22:43:34.312 ,9128283H1,0.019490,7851456,
2017-12-23 22:43:34.329 ,9128283H1,0.019490,7851456,
2017-12-23 22:43:34.341 ,9128283H1,0.019490,7851456,
2017-12-23 22:43:34.359 ,9128283H1,0.019490,9814320,
2017-12-23 22:43:34.371 ,9128283H1,0.019490,11777184,
2017-12-23 22:43:34.389 ,9128283H1,0.019490,11777184,
2017-12-23 22:43:34.402 ,9128283H1,0.019490,11777184,
2017-12-23 22:43:34.422 ,9128283H1,0.019490,13740048,
2017-12-23 22:43:34.435 ,9128283H1,0.019490,15702912,
2017-12-23 22:43:34.453 ,9128283H1,0.019490,15702912,
2017-12-23 22:43:34.466 ,9128283H1,0.019490,15702912,
2017-12-23 22:43:34.486 ,9128283H1,0.019490,17665776,
2017-12-23 22:43:34.498 ,9128283H1,0.019490,19628640,
2017-12-23 22:43:34.516 ,9128283H1,0.019490,19628640,
2017-12-23 22:43:34.529 ,9128283H1,0.019490,19628640,
2017-12-23 22:43:34.547 ,9128283H1,0.019490,21591504,
2017-12-23 22:43:34.559 ,9128283H1,0.019490,23554368,
2017-12-23 22:43:34.579 ,9128283H1,0.019490,23554368,
2017-12-23 22:43:34.592 ,9128283H1,0.019490,23554368,
2017-12-23 22:43:34.611 ,9128283H1,0.019490,25517232,
2017-12-23 22:43:34.625 ,9128283H1,0.019490,27480096,
2017-12-23 22:43:34.644 ,9128283H1,0.019490,27480096,
2017-12-23 22:43:34.658 ,9128283H1,0.019490,27480096,
2017-12-23 22:43:34.676 ,9128283H1,0.019490,29442960,
2017-12-23 22:43:34.691 ,9128283H1,0.019490,31405824,
2017-12-23 22:43:34.710 ,9128283H1,0.019490,31405824,
2017-12-23 22:43:34.722 ,9128283H1,0.019490,31405824,
2017-12-23 22:43:34.742 ,9128283H1,0.019490,33368688,
2017-12-23 22:43:34.756 ,9128283H1,0.019490,35331552,
2017-12-23 22:43:34.775 ,9128283H1,0.019490,35331552,
2017-12-23 22:43:34.789 ,9128283H1,0.019490,35331552,
2017-12-23 22:43:34.808 ,9128283H1,0.019490,37294416,
2017-12-23 22:43:34.823 ,9128283H1,0.019490,39257280,
2017-12-23 22:43:34.844 ,9128283H1,0.019490,39257280,
2017-12-23 22:43:34.856 ,9128283H1,0.019490,39257280,
2017-12-23 22:43:34.876 ,9128283H1,0.019490,41220144,
2017-12-23 22:43:34.891 ,9128283H1,0.019490,43183008,
2017-12-23 22:43:34.912 ,9128283H1,0.019490,43183008,
2017-12-23 22:43:34.924 ,9128283H1,0.019490,43183008,
2017-12-23 22:43:34.942 ,9128283H1,0.019490,45145872,
2017-12-23 22:43:34.954 ,9128283H1,0.019490,47108736,
2017-12-23 22:43:34.972 ,9128283H1,0.019490,47108736,
2017-12-23 22:43:34.985 ,9128283H1,0.019490,47108736,
2017-12-23 22:43:35.004 ,9128283H1,0.019490,49071600,
2017-12-23 22:43:35.018 ,9128283H1,0.019490,51034464,
2017-12-23 22:43:35.038 ,9128283H1,0.019490,51034464,
2017-12-23 22:43:35.059 ,9128283H1,0.019490,51034464,
2017-12-23 22:43:35.093 ,9128283H1,0.019490,52997328,
2017-12-23 22:43:35.110 ,9128283H1,0.019490,54960192,
2017-12-23 22:43:35.130 ,9128283H1,0.019490,54960192,
2017-12-23 22:43:35.143 ,9128283H1,0.019490,54960192,
2017-12-23 22:43:35.161 ,9128283H1,0.019490,56923056,
